avgRoomWallRatio,transError.std.std
28.751717776,0.0488762765684
137.556377369,0.1863275
52.1209436869,0.101101237389
11.0567143812,0.186017
25.0965042526,0.009255
5.11370107056,0.0
5.20722404423,0.0591725
16.4235744233,0.138424101571
23.8346876138,7.65827
20.8609685098,14.6652972746
5.36699093475,0.0
6.82477892286,0.163987254835
8.06038669655,0.0
29.1017856064,0.187602242848
112.186234652,0.322411
9.94474092631,0.2730165
20.3487250038,0.749069
32.0558355679,0.0
5.66003775883,0.066417
41.7117577663,0.0
4.15960998171,0.146625
257.915562133,0.721266797933
18.4384227154,0.738109625713
78.8607355756,3.0796217385
17.0310324486,0.0
5.20590608492,4.04790223421
15.5899748781,0.36931376237
9.40155834329,2.45785083592
5.76789137536,0.413958
32.8475094999,0.845742
21.165267296,0.0
12.5838625992,2.57654755771
31.9225066807,10.1506075
20.6470540419,0.0
94.0246719844,7.315611
74.578108553,0.0
42.725871617,0.795869226053

5-Fold RMSE:,1.91602644341,6.13216011744,1.44477533181,1.77689257396,1.77689257396
Average 5-Fold RMSE:,2.95558088867

5-Fold rsquared:,-0.0170741162056,-0.255248905196,-0.0517304751874,-2.58074910391,-2.58074910391
Average 5-Fold rsquared:,-1.07736063246
