topology_std_eigenvector_centrality,transError.numSamples.std
0.118775976121,1692.08022859
0.105912295049,3411.5
0.128133402293,2886.681652
0.123327189632,2356.0
0.11116785633,168.5
0.0963975736058,0.0
0.111420287448,1162.0
0.132839614937,2768.629117
0.12661037708,332796.5
0.129278231027,1162326.40025
0.116999705628,0.0
0.113860325594,4484.43361963
0.0983045532532,0.0
0.136984666563,4596.02468323
0.121745985772,6269.0
0.129587592,4659.5
0.12417994054,23467.5
0.143314542052,0.0
0.105943592175,2134.0
0.112661742233,0.0
0.0953368680058,3793.5
0.11078077306,25849.7467299
0.108512198276,27505.3824798
0.0976310729378,164604.661684
0.136238783067,0.0
0.127039153774,116037.005748
0.112134596259,15605.2559274
0.0976912934536,231363.029035
0.0929410616606,8298.5
0.109405113251,59179.5
0.13417553378,0.0
0.114101280324,358042.389847
0.106549735087,489724.0
0.133073753052,0.0
0.10756347235,274071.0
0.0795638641065,0.0
0.133711411098,56789.5485037

5-Fold RMSE:,111476.659147,112459.437451,118660.496925,428580.537154,428580.537154
Average 5-Fold RMSE:,193292.771452

5-Fold rsquared:,-0.0556175986979,-0.0995482935995,-0.0157472195015,-0.143445068238,-0.143445068238
Average 5-Fold rsquared:,-3.59675398217
