topology_avg_shortest_path_length,rotError.mean.std
3.25057471264,0.0055707192085
3.36088709677,0.005774
2.76608187135,0.00612134232338
2.52536231884,0.005801
2.4183908046,0.010443
2.83333333333,0.0
3.77570921986,0.0071645
2.26900584795,0.004242387086
2.68095238095,0.454829
3.04,0.585340681631
3.30837789661,0.0
3.49411764706,0.00592653260066
3.14957983193,0.0
3.25789473684,0.00493682941438
2.97076023392,0.000363
2.42105263158,1e-05
2.57608695652,0.0232285
3.34420289855,0.0
2.65378151261,0.012573
3.05378151261,0.0
2.93524514339,0.0029735
2.55632183908,0.00940442351001
3.71025641026,0.0173000462265
1.33333333333,0.389879276934
2.8380952381,0.0
2.45789473684,0.370803851292
2.11076923077,0.0154836093337
2.41971207087,0.0414718190067
3.01572617946,0.2579585
3.395256917,0.0264565
3.34757834758,0.0
3.90592334495,0.0619982553142
3.25314009662,0.370025
2.48529411765,0.0
3.64146341463,0.1258145
3.94674859191,0.0
2.96666666667,0.00653480410475

5-Fold RMSE:,0.220348104378,0.132739707,0.140063916213,0.102977111416,0.102977111416
Average 5-Fold RMSE:,0.152126575135

5-Fold rsquared:,-0.175653733106,-0.0888815606181,-676.901602851,0.105026925093,0.105026925093
Average 5-Fold rsquared:,-135.437611019
