voronoi_std_closeness_centrality,transError.std.mean
0.0115281691071,0.79363175
0.0127664010297,0.9712675
0.012871900677,0.660006
0.00955666431135,0.553814
0.0101031055214,0.679647
0.0104434238961,0.695845
0.010504734642,0.6465805
0.0237913288013,0.64506525
0.0161798718058,8.99611
0.0136819240382,11.1858156667
0.0122438733975,4.032134
0.0116531019994,0.868578333333
0.00741871144613,0.980527
0.0155996031848,0.931125666667
0.0519139466047,0.68123
0.0121048389773,0.7183785
0.0133203744133,1.188382
0.0111789888503,1.285796
0.012002439584,1.247364
0.0110110099535,2.102963
0.0121833939039,1.003049
0.0092818621892,1.010814
0.0136604729771,1.3055026
0.0129204340926,13.7854806667
0.0155910611826,8.904198
0.0143990925972,5.65513066667
0.0141771999006,1.8947556
0.00310742205166,2.71848344444
0.0105738429496,1.921542
0.00914047087579,2.705434
0.0164595556523,28.104709
0.00952672556587,2.8970098
0.00976784712079,11.9478155
0.0192787369224,4.520748
0.0162028340043,9.020481
0.00875221342896,2.112467
0.0130270578487,1.77265025

5-Fold RMSE:,7.07575366452,2.72263992759,10.4725435075,3.20518242892,3.20518242892
Average 5-Fold RMSE:,5.62736224998

5-Fold rsquared:,-0.154388661631,-0.0437444128147,0.00708760167409,-19.3458740762,-19.3458740762
Average 5-Fold rsquared:,-3.91419085143
