voronoi_std_closeness_centrality,transError.mean.std
0.0115281691071,0.0268714999802
0.0127664010297,0.08188
0.012871900677,0.0386996817124
0.00955666431135,0.195896
0.0101031055214,0.00292
0.0104434238961,0.0
0.010504734642,0.1233725
0.0237913288013,0.0698618482453
0.0161798718058,4.9228345
0.0136819240382,9.61954530971
0.0122438733975,0.0
0.0116531019994,0.156519499397
0.00741871144613,0.0
0.0155996031848,0.277745542295
0.0519139466047,0.448678
0.0121048389773,0.347259
0.0133203744133,0.354833
0.0111789888503,0.0
0.012002439584,0.0584935
0.0110110099535,0.0
0.0121833939039,0.321336
0.0092818621892,0.477166622112
0.0136604729771,0.255518043365
0.0129204340926,3.45614803464
0.0155910611826,0.0
0.0143990925972,3.87716082459
0.0141771999006,0.596664793933
0.00310742205166,2.23653723722
0.0105738429496,0.1633645
0.00914047087579,0.9678625
0.0164595556523,0.0
0.00952672556587,2.54792806727
0.00976784712079,6.6343885
0.0192787369224,0.0
0.0162028340043,5.7450325
0.00875221342896,0.0
0.0130270578487,0.15450226646

5-Fold RMSE:,3.25547167427,2.61165660419,1.47208355108,1.19546792134,1.19546792134
Average 5-Fold RMSE:,2.17614485804

5-Fold rsquared:,-0.408117448598,-0.0375009411898,-0.0549526961176,-96.2723925196,-96.2723925196
Average 5-Fold rsquared:,-32.437285942
