topology_std_katz_centrality,transError.mean.std
0.0415496602463,0.0268714999802
0.0327402912611,0.08188
0.040361653923,0.0386996817124
0.052747219677,0.195896
0.0596202838132,0.00292
0.0517742245605,0.0
0.0440867661807,0.1233725
0.0586605327873,0.0698618482453
0.0447871510946,4.9228345
0.0455697766838,9.61954530971
0.0343501102959,0.0
0.0348802179017,0.156519499397
0.0387865986683,0.0
0.0313893001367,0.277745542295
0.0375295099882,0.448678
0.0560533106338,0.347259
0.0528453814189,0.354833
0.0388418335422,0.0
0.0545557900803,0.0584935
0.0447742735529,0.0
0.0504062668326,0.321336
0.0522435943348,0.477166622112
0.0365337137694,0.255518043365
0.0239938583583,3.45614803464
0.0371844136274,0.0
0.0509329526464,3.87716082459
0.0665161870029,0.596664793933
0.0595870605781,2.23653723722
0.047552149884,0.1633645
0.0343000566012,0.9678625
0.0454501425725,0.0
0.0281128168704,2.54792806727
0.049173358584,6.6343885
0.0482392301694,0.0
0.0358111856313,5.7450325
0.0303695030845,0.0
0.0458339228496,0.15450226646

5-Fold RMSE:,3.15004534271,1.32860192752,1.76102110687,2.30849365583,2.30849365583
Average 5-Fold RMSE:,2.17354552978

5-Fold rsquared:,0.000665421733124,-0.211897155679,-0.0977914533863,-0.172294962315,-0.172294962315
Average 5-Fold rsquared:,-9.31212303637
