voronoi_avg_closeness_centrality,rotError.numSamples.std
0.0607268432365,1692.08022859
0.0784116989904,3411.5
0.0670963269855,2886.681652
0.0849009471958,2356.0
0.0752682157962,168.5
0.0763646154256,0.0
0.0630304264848,1162.0
0.12870857214,2768.629117
0.0833470642953,332796.5
0.0764866089586,1162326.40025
0.0689598898793,0.0
0.0653665559372,4484.43361963
0.047644843881,0.0
0.0838354988579,4596.02468323
0.276990231888,6269.0
0.0884732603304,4659.5
0.0840568168315,23467.5
0.0627819242078,0.0
0.0824425675438,2134.0
0.0716179077184,0.0
0.0829357773374,3793.5
0.0674685943723,25849.7467299
0.066160655136,27505.3824798
0.0716879263894,164604.661684
0.0847485271117,0.0
0.0852834013798,116037.005748
0.0745168063384,15605.2559274
0.0418780662733,231363.029035
0.0626132509807,8298.5
0.0459685102702,59179.5
0.086124372711,0.0
0.0621938106869,358042.389847
0.0511601522691,489724.0
0.10438803755,0.0
0.0829681026723,274071.0
0.0583282349173,0.0
0.0677186188063,56789.5485037

5-Fold RMSE:,137314.941955,120549.320264,122710.477762,449086.35254,449086.35254
Average 5-Fold RMSE:,190138.737122

5-Fold rsquared:,0.00927690285542,-0.287625805184,-0.508541522793,-0.220542318854,-0.220542318854
Average 5-Fold rsquared:,-0.392400702031
