topology_std_eigenvector_centrality,transError.mean.mean
0.118775976121,0.77999825
0.105912295049,0.737788
0.128133402293,0.6111264
0.123327189632,0.627088
0.11116785633,0.895302
0.0963975736058,0.690067
0.111420287448,0.6868825
0.132839614937,0.7195855
0.12661037708,6.0711005
0.129278231027,7.747828
0.116999705628,1.066061
0.113860325594,0.880959666667
0.0983045532532,1.110731
0.136984666563,0.992162
0.121745985772,0.806277
0.129587592,0.960523
0.12417994054,0.95364
0.143314542052,1.467048
0.105943592175,1.3147815
0.112661742233,1.60563
0.0953368680058,1.28873
0.11078077306,1.08620766667
0.108512198276,0.873942
0.0976310729378,9.46907833333
0.136238783067,5.437125
0.127039153774,5.458101
0.112134596259,1.9444218
0.0976912934536,2.43944244444
0.0929410616606,2.0359135
0.109405113251,2.2091805
0.13417553378,16.189822
0.114101280324,2.9383338
0.106549735087,7.8686635
0.133073753052,3.155217
0.10756347235,7.5462215
0.0795638641065,1.874993
0.133711411098,1.3166405

5-Fold RMSE:,4.91161873989,1.86317933031,2.22521976047,3.92564928457,3.92564928457
Average 5-Fold RMSE:,3.18185711173

5-Fold rsquared:,-0.261911376351,-0.614584054524,-0.0812752172775,-0.311250946695,-0.311250946695
Average 5-Fold rsquared:,-0.297231935886
