voronoi_avg_betweenness_centrality,rotError.numSamples.std
0.0649559528436,1692.08022859
0.0530579343746,3411.5
0.0637462112276,2886.681652
0.0650717683523,2356.0
0.0519919002253,168.5
0.0543909260484,0.0
0.0511352348359,1162.0
0.0510232807543,2768.629117
0.0905225691265,332796.5
0.0503509521959,1162326.40025
0.0415603204832,0.0
0.0588473635416,4484.43361963
0.0321313931569,0.0
0.0720605736997,4596.02468323
0.137012987013,6269.0
0.0682366021076,4659.5
0.058391423179,23467.5
0.0533682183273,0.0
0.0407834101382,2134.0
0.0472698785658,0.0
0.0512248343955,3793.5
0.0510723425654,25849.7467299
0.0494197342933,27505.3824798
0.0467709082677,164604.661684
0.101026753682,0.0
0.072659366777,116037.005748
0.0538211780553,15605.2559274
0.0536409255235,231363.029035
0.055920167335,8298.5
0.0737227337282,59179.5
0.0589674081539,0.0
0.049189456212,358042.389847
0.0454936627156,489724.0
0.086418435933,0.0
0.0453083989501,274071.0
0.0313445517341,0.0
0.076188994946,56789.5485037

5-Fold RMSE:,109307.702987,195029.172383,101554.465676,165219.301405,165219.301405
Average 5-Fold RMSE:,197221.673137

5-Fold rsquared:,-2.40608765093,-1.16459919765,-3.33667199686,-0.264195452429,-0.264195452429
Average 5-Fold rsquared:,-1.43663925019
