topology_avg_betweenness_centrality,rotError.std.std
0.0803776683087,0.00415768868333
0.0786962365591,0.0035425
0.103887168903,0.00655641073759
0.0693346508564,0.0051905
0.0506568144499,0.006605
0.052380952381,0.0
0.0603415047795,0.0056375
0.0746474028208,0.00514110111625
0.0884711779449,0.4711185
0.0886956521739,0.520981324519
0.0721368092692,0.0
0.0755793226381,0.00461329826576
0.0651387827858,0.0
0.125438596491,0.00678663190888
0.115927072583,0.000102
0.0835913312693,0.002803
0.0716403162055,0.0297495
0.106554677207,0.0
0.0501145912911,0.004725
0.0622358034123,0.0
0.0430054476308,0.003115
0.0555829228243,0.00955488046323
0.071322537112,0.0452229868072
0.333333333333,0.265200879727
0.141391941392,0.0
0.0809941520468,0.370361932929
0.0462820512821,0.0440903158374
0.0346271236799,0.0449257746967
0.0447939150992,0.3296775
0.11405985319,0.015767
0.0939031339031,0.0
0.0726480836237,0.0520600178548
0.0512077294686,0.46847
0.0990196078431,0.0
0.0677298311445,0.126804
0.0483073539657,0.0
0.0855072463768,0.00888930742522

5-Fold RMSE:,0.16077049693,0.0887460891316,0.315691251311,0.0859050301967,0.0859050301967
Average 5-Fold RMSE:,0.163238550662

5-Fold rsquared:,-0.117345075287,-18.8670034466,-0.277035878606,-91.5316549842,-91.5316549842
Average 5-Fold rsquared:,-22.179132554
