topology_std_katz_centrality,rotError.std.std
0.0415496602463,0.00415768868333
0.0327402912611,0.0035425
0.040361653923,0.00655641073759
0.052747219677,0.0051905
0.0596202838132,0.006605
0.0517742245605,0.0
0.0440867661807,0.0056375
0.0586605327873,0.00514110111625
0.0447871510946,0.4711185
0.0455697766838,0.520981324519
0.0343501102959,0.0
0.0348802179017,0.00461329826576
0.0387865986683,0.0
0.0313893001367,0.00678663190888
0.0375295099882,0.000102
0.0560533106338,0.002803
0.0528453814189,0.0297495
0.0388418335422,0.0
0.0545557900803,0.004725
0.0447742735529,0.0
0.0504062668326,0.003115
0.0522435943348,0.00955488046323
0.0365337137694,0.0452229868072
0.0239938583583,0.265200879727
0.0371844136274,0.0
0.0509329526464,0.370361932929
0.0665161870029,0.0440903158374
0.0595870605781,0.0449257746967
0.047552149884,0.3296775
0.0343000566012,0.015767
0.0454501425725,0.0
0.0281128168704,0.0520600178548
0.049173358584,0.46847
0.0482392301694,0.0
0.0358111856313,0.126804
0.0303695030845,0.0
0.0458339228496,0.00888930742522

5-Fold RMSE:,0.122112355913,0.0895722692635,0.161568274852,0.118254905774,0.118254905774
Average 5-Fold RMSE:,0.150058728998

5-Fold rsquared:,-0.0307212917387,-0.116016671294,-0.710566736324,-0.465783393716,-0.465783393716
Average 5-Fold rsquared:,-2.69034022185
