voronoi_avg_shortest_path_length,rotError.std.std
17.1090763052,0.00415768868333
13.0972090374,0.0035425
15.4703899487,0.00655641073759
11.9320570832,0.0051905
13.5300479543,0.006605
13.346740213,0.0
16.2894352159,0.0056375
8.04121274409,0.00514110111625
12.4963662791,0.4711185
13.4870361446,0.520981324519
14.9227073619,0.0
15.7706882489,0.00461329826576
21.4998288341,0.0
12.3135100709,0.00678663190888
3.74025974026,0.000102
11.5084367246,0.002803
12.2111532504,0.0297495
16.4234150966,0.0
12.3785714286,0.004725
14.282835877,0.0
12.3206884014,0.003115
15.0959665481,0.00955488046323
15.7765005537,0.0452229868072
14.4232506728,0.265200879727
12.2139696587,0.0
12.0442237501,0.370361932929
14.0247250894,0.0440903158374
24.0119570496,0.0449257746967
16.4339661845,0.3296775
22.6007609824,0.015767
12.0269053248,0.0
16.4454892506,0.0520600178548
20.3348066541,0.46847
9.9010989011,0.0
12.5083333333,0.126804
17.5499233156,0.0
15.3235310498,0.00888930742522

5-Fold RMSE:,0.189455819347,0.0937964421391,0.164586998023,0.215967783293,0.215967783293
Average 5-Fold RMSE:,0.151342270938

5-Fold rsquared:,-0.920667488487,-0.0779457486224,-702.630183149,-13.6020762886,-13.6020762886
Average 5-Fold rsquared:,-200.981920927
