topology_std_betweenness_centrality,rotError.mean.std
0.157060934161,0.0055707192085
0.124401224416,0.005774
0.219441665803,0.00612134232338
0.187756497808,0.005801
0.154019596736,0.010443
0.15294041887,0.0
0.141627662593,0.0071645
0.216662018134,0.004242387086
0.212474501198,0.454829
0.179116363595,0.585340681631
0.16600218961,0.0
0.170907443183,0.00592653260066
0.132183205558,0.0
0.206867780433,0.00493682941438
0.224004288455,0.000363
0.196185373283,1e-05
0.158996914607,0.0232285
0.20325722398,0.0
0.124375787197,0.012573
0.146143564105,0.0
0.116264239203,0.0029735
0.16435750178,0.00940442351001
0.153122424652,0.0173000462265
0.471404520791,0.389879276934
0.242817084083,0.0
0.216313212501,0.370803851292
0.183840968349,0.0154836093337
0.148639864971,0.0414718190067
0.119075163898,0.2579585
0.220853420272,0.0264565
0.190652239415,0.0
0.119381307136,0.0619982553142
0.147003696536,0.370025
0.234536156628,0.0
0.131812264312,0.1258145
0.0895510295476,0.0
0.19657591917,0.00653480410475

5-Fold RMSE:,0.171939272599,0.0996011484754,0.0718130936152,0.0986871899304,0.0986871899304
Average 5-Fold RMSE:,0.136700380294

5-Fold rsquared:,0.0126912679776,-34.6025533898,-0.1007268202,-0.220812526172,-0.220812526172
Average 5-Fold rsquared:,-7.05672041509
