topology_avg_shortest_path_length,rotError.numSamples.std
3.25057471264,1692.08022859
3.36088709677,3411.5
2.76608187135,2886.681652
2.52536231884,2356.0
2.4183908046,168.5
2.83333333333,0.0
3.77570921986,1162.0
2.26900584795,2768.629117
2.68095238095,332796.5
3.04,1162326.40025
3.30837789661,0.0
3.49411764706,4484.43361963
3.14957983193,0.0
3.25789473684,4596.02468323
2.97076023392,6269.0
2.42105263158,4659.5
2.57608695652,23467.5
3.34420289855,0.0
2.65378151261,2134.0
3.05378151261,0.0
2.93524514339,3793.5
2.55632183908,25849.7467299
3.71025641026,27505.3824798
1.33333333333,164604.661684
2.8380952381,0.0
2.45789473684,116037.005748
2.11076923077,15605.2559274
2.41971207087,231363.029035
3.01572617946,8298.5
3.395256917,59179.5
3.34757834758,0.0
3.90592334495,358042.389847
3.25314009662,489724.0
2.48529411765,0.0
3.64146341463,274071.0
3.94674859191,0.0
2.96666666667,56789.5485037

5-Fold RMSE:,126705.170372,107178.146637,467423.702601,112894.476397,112894.476397
Average 5-Fold RMSE:,188694.290148

5-Fold rsquared:,-0.0190345855458,-0.0132566942284,-0.00692367096969,-3965.061824,-3965.061824
Average 5-Fold rsquared:,-793.033992885
