voronoi_std_katz_centrality,rotError.std.mean
0.0631905584655,0.02798225
0.0658075265519,0.0320445
0.0657233059386,0.0178372
0.0755455798348,0.0199945
0.0641495247308,0.021598
0.066034753817,0.036893
0.0575331907477,0.0359985
0.0841168072726,0.01772125
0.0879679595136,0.5246775
0.062966882775,0.385748
0.0544424123813,0.088337
0.0628086114111,0.0298306666667
0.0394800592855,0.022416
0.0788806200449,0.014809
0.204263905889,0.008167
0.0772516261558,0.012435
0.0713808637398,0.0413675
0.0586127538334,0.02285
0.0594085046862,0.028219
0.0592550204987,0.122708
0.0661008951017,0.020269
0.0597913687418,0.023071
0.0575400519371,0.0556182
0.0585913436971,0.805028666667
0.0939892490074,0.736744
0.0797494568412,0.348673666667
0.0637167667236,0.0636326
0.048109504833,0.0959848888889
0.0598248730876,0.3574515
0.0581987476898,0.047268
0.0725973866224,0.997592
0.0561712509096,0.0586724
0.0483911660079,0.546293
0.0968684562829,0.668596
0.0624731549568,0.147273
0.0434370069683,0.059187
0.0714572904211,0.033395

5-Fold RMSE:,0.369459908342,0.243098280541,0.339262156674,0.523105246376,0.523105246376
Average 5-Fold RMSE:,0.326240684578

5-Fold rsquared:,-108.220734554,-0.0659010418822,-0.239885973622,-0.545838147952,-0.545838147952
Average 5-Fold rsquared:,-22.4877200109
