voronoi_density,rotError.std.std
0.00812851405622,0.00415768868333
0.00892348585533,0.0035425
0.0097678694553,0.00655641073759
0.0118343195266,0.0051905
0.00836649321498,0.006605
0.0088868459358,0.0
0.00671096345515,0.0056375
0.0151079136691,0.00514110111625
0.015503875969,0.4711185
0.00844979919679,0.520981324519
0.00595238095238,0.0
0.00793650793651,0.00461329826576
0.00318368544601,0.0
0.0132155083194,0.00678663190888
0.103896103896,0.000102
0.0131513647643,0.002803
0.0104161102505,0.0297495
0.00722834459059,0.0
0.00749872902898,0.004725
0.00719244167105,0.0
0.00925140387024,0.003115
0.00724618860868,0.00955488046323
0.00697674418605,0.0452229868072
0.00713667820069,0.265200879727
0.0176991150442,0.0
0.0131567778627,0.370361932929
0.00866896039938,0.0440903158374
0.00484541088869,0.0449257746967
0.00740202062177,0.3296775
0.00740228294708,0.015767
0.0108634470337,0.0
0.00642957604983,0.0520600178548
0.00480478499412,0.46847
0.0190476190476,0.0
0.00808823529412,0.126804
0.00400898812284,0.0
0.0105263157895,0.00888930742522

5-Fold RMSE:,0.079979848424,0.191143935248,0.212715577632,0.166936798417,0.166936798417
Average 5-Fold RMSE:,0.145291282393

5-Fold rsquared:,-0.0908438904248,-0.0509677437156,-0.0807325779524,-2.49118347571,-2.49118347571
Average 5-Fold rsquared:,-0.543212179073
