topology_std_betweenness_centrality,transError.numSamples.std
0.157060934161,1692.08022859
0.124401224416,3411.5
0.219441665803,2886.681652
0.187756497808,2356.0
0.154019596736,168.5
0.15294041887,0.0
0.141627662593,1162.0
0.216662018134,2768.629117
0.212474501198,332796.5
0.179116363595,1162326.40025
0.16600218961,0.0
0.170907443183,4484.43361963
0.132183205558,0.0
0.206867780433,4596.02468323
0.224004288455,6269.0
0.196185373283,4659.5
0.158996914607,23467.5
0.20325722398,0.0
0.124375787197,2134.0
0.146143564105,0.0
0.116264239203,3793.5
0.16435750178,25849.7467299
0.153122424652,27505.3824798
0.471404520791,164604.661684
0.242817084083,0.0
0.216313212501,116037.005748
0.183840968349,15605.2559274
0.148639864971,231363.029035
0.119075163898,8298.5
0.220853420272,59179.5
0.190652239415,0.0
0.119381307136,358042.389847
0.147003696536,489724.0
0.234536156628,0.0
0.131812264312,274071.0
0.0895510295476,0.0
0.19657591917,56789.5485037

5-Fold RMSE:,105385.379556,128614.908027,181822.320493,430894.375464,430894.375464
Average 5-Fold RMSE:,188383.798153

5-Fold rsquared:,-0.228527627222,-0.0478043672921,-0.297622987165,-0.0959657176152,-0.0959657176152
Average 5-Fold rsquared:,-0.570246617852
