voronoi_avg_katz_centrality,rotError.mean.std
0.00263691501963,0.0055707192085
0.00414675006167,0.005774
0.00687453878969,0.00612134232338
0.0132370052728,0.005801
0.000254586441506,0.010443
0.00249469745735,0.0
0.00349157537483,0.0071645
0.00819877290375,0.004242387086
0.00368457372095,0.454829
0.00593057110261,0.585340681631
0.00183923477374,0.0
0.00276541182543,0.00592653260066
0.00195573996648,0.0
0.00819487385135,0.00493682941438
0.061080293104,0.000363
0.021034321157,1e-05
0.00770788343339,0.0232285
0.000985497287792,0.0
0.00541741932639,0.012573
0.00473407332978,0.0
0.0107227141849,0.0029735
0.00470260844059,0.00940442351001
0.00337661950533,0.0173000462265
0.00522130790338,0.389879276934
0.00394697265736,0.0
0.0115555452936,0.370803851292
0.00620759969978,0.0154836093337
0.00237931914125,0.0414718190067
0.00425521588337,0.2579585
0.00165416922011,0.0264565
0.00454144763295,0.0
0.00305737359108,0.0619982553142
0.000464141250352,0.370025
0.0118453240216,0.0
0.00183164127162,0.1258145
0.000137398924846,0.0
0.0125305043955,0.00653480410475

5-Fold RMSE:,0.191830848145,0.182588348589,0.166957616316,0.0927303687693,0.0927303687693
Average 5-Fold RMSE:,0.156320251099

5-Fold rsquared:,-0.0118240690667,-0.23060225721,-0.0956986537868,-77.6891097793,-77.6891097793
Average 5-Fold rsquared:,-22.9915112009
