voronoi_avg_eigenvector_centrality,rotError.numSamples.std
0.0117639351235,1692.08022859
0.013397586622,3411.5
0.00863855085793,2886.681652
0.0123575452517,2356.0
0.00727309513956,168.5
0.00813813888448,0.0
0.00771167569822,1162.0
0.0286332432184,2768.629117
0.0172809652214,332796.5
0.0092119796945,1162326.40025
0.00768026339488,0.0
0.00825178595754,4484.43361963
0.00348930382443,0.0
0.0152906308222,4596.02468323
0.109089022235,6269.0
0.0140504632514,4659.5
0.014957737734,23467.5
0.00607997285304,0.0
0.0113764647388,2134.0
0.00813539809992,0.0
0.00775762679381,3793.5
0.00720516326982,25849.7467299
0.00830849954476,27505.3824798
0.00765770647817,164604.661684
0.017891627974,0.0
0.0137519009375,116037.005748
0.00941447966977,15605.2559274
0.00385958981256,231363.029035
0.00766469551654,8298.5
0.00780794728565,59179.5
0.0193714444817,0.0
0.00617839133906,358042.389847
0.00533722428878,489724.0
0.0195939573205,0.0
0.0100393514149,274071.0
0.00323439217057,0.0
0.0103366706799,56789.5485037

5-Fold RMSE:,401930.323228,113479.215273,103052.913448,159966.197484,159966.197484
Average 5-Fold RMSE:,188753.379763

5-Fold rsquared:,-2.55473796769,-1.96980836992,-0.166355881815,-0.142998785946,-0.142998785946
Average 5-Fold rsquared:,-6.51451640827
