voronoi_std_closeness_centrality,rotError.std.mean
0.0115281691071,0.02798225
0.0127664010297,0.0320445
0.012871900677,0.0178372
0.00955666431135,0.0199945
0.0101031055214,0.021598
0.0104434238961,0.036893
0.010504734642,0.0359985
0.0237913288013,0.01772125
0.0161798718058,0.5246775
0.0136819240382,0.385748
0.0122438733975,0.088337
0.0116531019994,0.0298306666667
0.00741871144613,0.022416
0.0155996031848,0.014809
0.0519139466047,0.008167
0.0121048389773,0.012435
0.0133203744133,0.0413675
0.0111789888503,0.02285
0.012002439584,0.028219
0.0110110099535,0.122708
0.0121833939039,0.020269
0.0092818621892,0.023071
0.0136604729771,0.0556182
0.0129204340926,0.805028666667
0.0155910611826,0.736744
0.0143990925972,0.348673666667
0.0141771999006,0.0636326
0.00310742205166,0.0959848888889
0.0105738429496,0.3574515
0.00914047087579,0.047268
0.0164595556523,0.997592
0.00952672556587,0.0586724
0.00976784712079,0.546293
0.0192787369224,0.668596
0.0162028340043,0.147273
0.00875221342896,0.059187
0.0130270578487,0.033395

5-Fold RMSE:,0.182873545605,0.168955592153,0.35248872021,0.334126513541,0.334126513541
Average 5-Fold RMSE:,0.36249377075

5-Fold rsquared:,-0.0161022642318,-0.173355354634,-2.90104473558,0.0113374943086,0.0113374943086
Average 5-Fold rsquared:,-3.41849813648
