topology_avg_eigenvector_centrality,rotError.std.std
0.13865641287,0.00415768868333
0.141536517399,0.0035425
0.19029821377,0.00655641073759
0.162656297032,0.0051905
0.144827625308,0.006605
0.133171073548,0.0
0.0917543071379,0.0056375
0.187043352329,0.00514110111625
0.177732551984,0.4711185
0.152601241746,0.520981324519
0.125390723695,0.0
0.124928999144,0.00461329826576
0.137505066747,0.0
0.176734832805,0.00678663190888
0.194446635085,0.000102
0.189310947774,0.002803
0.162006200604,0.0297495
0.145353392472,0.0
0.131709467573,0.004725
0.126010953526,0.0
0.110396908215,0.003115
0.145123925159,0.00955488046323
0.115000447066,0.0452229868072
0.569035593729,0.265200879727
0.219330026797,0.0
0.184013731576,0.370361932929
0.160895527543,0.0440903158374
0.117099210659,0.0449257746967
0.112421327167,0.3296775
0.177507132432,0.015767
0.137963629888,0.0
0.103876954315,0.0520600178548
0.101913121764,0.46847
0.202768108095,0.0
0.113226954911,0.126804
0.0976862702812,0.0
0.148732170502,0.00888930742522

5-Fold RMSE:,0.113544282767,0.167489890477,0.0719156699723,0.201308863658,0.201308863658
Average 5-Fold RMSE:,0.143243383863

5-Fold rsquared:,-0.210578011822,-0.00460873641155,-0.0823794967258,-1.93212463021,-1.93212463021
Average 5-Fold rsquared:,-154.685826342
