voronoi_avg_eigenvector_centrality,rotError.std.std
0.0117639351235,0.00415768868333
0.013397586622,0.0035425
0.00863855085793,0.00655641073759
0.0123575452517,0.0051905
0.00727309513956,0.006605
0.00813813888448,0.0
0.00771167569822,0.0056375
0.0286332432184,0.00514110111625
0.0172809652214,0.4711185
0.0092119796945,0.520981324519
0.00768026339488,0.0
0.00825178595754,0.00461329826576
0.00348930382443,0.0
0.0152906308222,0.00678663190888
0.109089022235,0.000102
0.0140504632514,0.002803
0.014957737734,0.0297495
0.00607997285304,0.0
0.0113764647388,0.004725
0.00813539809992,0.0
0.00775762679381,0.003115
0.00720516326982,0.00955488046323
0.00830849954476,0.0452229868072
0.00765770647817,0.265200879727
0.017891627974,0.0
0.0137519009375,0.370361932929
0.00941447966977,0.0440903158374
0.00385958981256,0.0449257746967
0.00766469551654,0.3296775
0.00780794728565,0.015767
0.0193714444817,0.0
0.00617839133906,0.0520600178548
0.00533722428878,0.46847
0.0195939573205,0.0
0.0100393514149,0.126804
0.00323439217057,0.0
0.0103366706799,0.00888930742522

5-Fold RMSE:,0.209798490579,0.0838462675604,0.262503783818,0.0905748920629,0.0905748920629
Average 5-Fold RMSE:,0.147696167763

5-Fold rsquared:,-2.87179612213,0.00350267913562,-0.295156076213,-0.00853309662804,-0.00853309662804
Average 5-Fold rsquared:,-0.717435429171
