topology_std_closeness_centrality,transError.std.std
0.0665544387217,0.0488762765684
0.0555799197274,0.1863275
0.0757339072829,0.101101237389
0.0790551718017,0.186017
0.0775007939585,0.009255
0.0606107891583,0.0
0.0526834428243,0.0591725
0.101375536596,0.138424101571
0.0747329471831,7.65827
0.0751243143765,14.6652972746
0.0639585892462,0.0
0.0600455297118,0.163987254835
0.0598415157943,0.0
0.0714943970357,0.187602242848
0.0699051405756,0.322411
0.0853782568654,0.2730165
0.0806190931631,0.749069
0.0670242256695,0.0
0.0707140975918,0.066417
0.068198206604,0.0
0.0624073878507,0.146625
0.072643836412,0.721266797933
0.0530174475837,0.738109625713
0.157134840264,3.0796217385
0.0765484380217,0.0
0.0845009452369,4.04790223421
0.0945135561085,0.36931376237
0.0673104249139,2.45785083592
0.0588838687402,0.413958
0.0537675872802,0.845742
0.0701235418297,0.0
0.0403607033676,2.57654755771
0.0633289348438,10.1506075
0.0834404573371,0.0
0.0565394436277,7.315611
0.0408820498034,0.0
0.0745594040261,0.795869226053

5-Fold RMSE:,3.32652031683,1.67129705708,5.10888157411,3.52506059664,3.52506059664
Average 5-Fold RMSE:,3.09494193904

5-Fold rsquared:,-0.0705622916921,-200.90864459,-2.67107995251,-0.0957580248502,-0.0957580248502
Average 5-Fold rsquared:,-40.7751393807
