totalTime,transError.mean.std
4665.975,0.0268714999802
5137.1,0.08188
5690.54,0.0386996817124
2714.45,0.195896
4835.1,0.00292
4832.8,0.0
4219.35,0.1233725
5898.65,0.0698618482453
3627.9,4.9228345
3827.43333333,9.61954530971
11510.1,0.0
5241.43333333,0.156519499397
10257.5,0.0
3827.56666667,0.277745542295
3620.7,0.448678
4229.35,0.347259
3313.3,0.354833
4822.6,0.0
3930.0,0.0584935
3614.3,0.0
4227.2,0.321336
7469.7,0.477166622112
5687.44,0.255518043365
3623.2,3.45614803464
2421.2,0.0
4828.66666667,3.87716082459
7982.52,0.596664793933
8717.62222222,2.23653723722
6334.0,0.1633645
7562.0,0.9678625
4829.8,0.0
7868.38,2.54792806727
3315.1,6.6343885
2415.4,0.0
9369.6,5.7450325
4827.5,0.0
6338.1,0.15450226646

5-Fold RMSE:,1.33098079759,2.17782330946,1.28725968884,1.39201954706,1.39201954706
Average 5-Fold RMSE:,2.08967040596

5-Fold rsquared:,-0.366790133514,-0.160600479858,-36.9552270891,-0.0680403296361,-0.0680403296361
Average 5-Fold rsquared:,-7.54862942984
