topology_avg_eigenvector_centrality,rotError.mean.std
0.13865641287,0.0055707192085
0.141536517399,0.005774
0.19029821377,0.00612134232338
0.162656297032,0.005801
0.144827625308,0.010443
0.133171073548,0.0
0.0917543071379,0.0071645
0.187043352329,0.004242387086
0.177732551984,0.454829
0.152601241746,0.585340681631
0.125390723695,0.0
0.124928999144,0.00592653260066
0.137505066747,0.0
0.176734832805,0.00493682941438
0.194446635085,0.000363
0.189310947774,1e-05
0.162006200604,0.0232285
0.145353392472,0.0
0.131709467573,0.012573
0.126010953526,0.0
0.110396908215,0.0029735
0.145123925159,0.00940442351001
0.115000447066,0.0173000462265
0.569035593729,0.389879276934
0.219330026797,0.0
0.184013731576,0.370803851292
0.160895527543,0.0154836093337
0.117099210659,0.0414718190067
0.112421327167,0.2579585
0.177507132432,0.0264565
0.137963629888,0.0
0.103876954315,0.0619982553142
0.101913121764,0.370025
0.202768108095,0.0
0.113226954911,0.1258145
0.0976862702812,0.0
0.148732170502,0.00653480410475

5-Fold RMSE:,0.073185882548,0.10648968178,0.177556812423,0.288925204885,0.288925204885
Average 5-Fold RMSE:,0.170743950229

5-Fold rsquared:,-0.1766805261,-81.4434241613,0.0807483961375,-0.186533154232,-0.186533154232
Average 5-Fold rsquared:,-16.3469870335
