voronoi_std_betweenness_centrality,transError.numSamples.mean
0.108306665569,8627.0
0.0848366529613,15695.5
0.114004545879,6140.2
0.103636622274,4242.0
0.082138035642,6332.5
0.0855568473939,6329.0
0.0952789524029,5863.0
0.0830023467368,6086.75
0.157379029906,357218.5
0.0778880925589,830942.333333
0.0958990178296,36389.0
0.123818508682,15490.3333333
0.064127687584,13796.0
0.128144102526,12714.3333333
0.126020319963,7331.0
0.0939366873161,7723.5
0.0872310046751,25949.5
0.115339067677,22338.0
0.0623751617214,24431.0
0.0762021693546,59670.0
0.0702608079073,13573.5
0.0867796134283,22022.0
0.0850149322524,32607.8
0.0828370625069,437301.0
0.16805134529,151082.0
0.138718645002,114100.666667
0.0739055320019,35666.8
0.0913729694687,122499.666667
0.0894050902149,19129.5
0.134288831834,110106.5
0.1103334443,1804313.0
0.0770398687958,225133.0
0.0862567077224,531998.0
0.151920860392,242087.0
0.0746543812721,311884.0
0.0511046648544,65744.0
0.140770979315,57460.5

5-Fold RMSE:,155624.6253,606902.539223,287965.161421,203571.785734,203571.785734
Average 5-Fold RMSE:,282498.748163

5-Fold rsquared:,-0.109999544566,-0.168598865274,-0.0959821245607,-0.433704116708,-0.433704116708
Average 5-Fold rsquared:,-0.689120709147
