topology_avg_closeness_centrality,transError.mean.std
0.321027376431,0.0268714999802
0.307063318781,0.08188
0.3736125688,0.0386996817124
0.408935571873,0.195896
0.424645653444,0.00292
0.361359086553,0.0
0.275527456151,0.1233725
0.458570826992,0.0698618482453
0.384808883271,4.9228345
0.345619064651,9.61954530971
0.31302022507,0.0
0.297037369872,0.156519499397
0.327739729602,0.0
0.320985703109,0.277745542295
0.348572411089,0.448678
0.4281060583,0.347259
0.401704629629,0.354833
0.312405095581,0.0
0.387862468291,0.0584935
0.33979368597,0.0
0.350927942074,0.321336
0.401346505261,0.477166622112
0.278481518716,0.255518043365
0.777777777778,3.45614803464
0.36624766393,0.0
0.41996024624,3.87716082459
0.488065475429,0.596664793933
0.42200643551,2.23653723722
0.341150943476,0.1633645
0.302416892695,0.9678625
0.315127997702,0.0
0.261732493222,2.54792806727
0.320506146099,6.6343885
0.415539839586,0.0
0.284488279077,5.7450325
0.259287867843,0.0
0.352171322103,0.15450226646

5-Fold RMSE:,2.32258743466,3.54396288434,2.04676342254,1.10431643497,1.10431643497
Average 5-Fold RMSE:,2.16969785487

5-Fold rsquared:,-0.354922876202,-0.138108555182,-0.23077173598,-0.896809085162,-0.896809085162
Average 5-Fold rsquared:,-0.329772436731
