topology_std_closeness_centrality,rotError.mean.mean
0.0665544387217,0.033056
0.0555799197274,0.022922
0.0757339072829,0.0119034
0.0790551718017,0.024416
0.0775007939585,0.022984
0.0606107891583,0.026014
0.0526834428243,0.0385815
0.101375536596,0.01411725
0.0747329471831,0.508538
0.0751243143765,0.427206333333
0.0639585892462,0.027683
0.0600455297118,0.021869
0.0598415157943,0.025594
0.0714943970357,0.011314
0.0699051405756,0.005875
0.0853782568654,0.008499
0.0806190931631,0.0364685
0.0670242256695,0.013377
0.0707140975918,0.025206
0.068198206604,0.098742
0.0624073878507,0.0188725
0.072643836412,0.0217106666667
0.0530174475837,0.0356654
0.157134840264,0.710121333333
0.0765484380217,0.617859
0.0845009452369,0.347246
0.0945135561085,0.037768
0.0673104249139,0.0542597777778
0.0588838687402,0.2879235
0.0537675872802,0.0488165
0.0701235418297,0.811734
0.0403607033676,0.061975
0.0633289348438,0.422134
0.0834404573371,0.415324
0.0565394436277,0.1402775
0.0408820498034,0.058548
0.0745594040261,0.02715275

5-Fold RMSE:,0.185763103321,0.217034446554,0.204114561205,0.170107387362,0.170107387362
Average 5-Fold RMSE:,0.209803835485

5-Fold rsquared:,-0.0434399200046,0.446297354787,0.0599400521153,-0.164571384624,-0.164571384624
Average 5-Fold rsquared:,0.0524536169138
