avgRoomWallRatio,rotError.std.std
28.751717776,0.00415768868333
137.556377369,0.0035425
52.1209436869,0.00655641073759
11.0567143812,0.0051905
25.0965042526,0.006605
5.11370107056,0.0
5.20722404423,0.0056375
16.4235744233,0.00514110111625
23.8346876138,0.4711185
20.8609685098,0.520981324519
5.36699093475,0.0
6.82477892286,0.00461329826576
8.06038669655,0.0
29.1017856064,0.00678663190888
112.186234652,0.000102
9.94474092631,0.002803
20.3487250038,0.0297495
32.0558355679,0.0
5.66003775883,0.004725
41.7117577663,0.0
4.15960998171,0.003115
257.915562133,0.00955488046323
18.4384227154,0.0452229868072
78.8607355756,0.265200879727
17.0310324486,0.0
5.20590608492,0.370361932929
15.5899748781,0.0440903158374
9.40155834329,0.0449257746967
5.76789137536,0.3296775
32.8475094999,0.015767
21.165267296,0.0
12.5838625992,0.0520600178548
31.9225066807,0.46847
20.6470540419,0.0
94.0246719844,0.126804
74.578108553,0.0
42.725871617,0.00888930742522

5-Fold RMSE:,0.104221680159,0.192229847502,0.194714113705,0.181833790809,0.181833790809
Average 5-Fold RMSE:,0.151934443371

5-Fold rsquared:,-0.185195605338,0.0103219239932,-0.00545550276201,-0.0973972262311,-0.0973972262311
Average 5-Fold rsquared:,-0.0548290138344
