voronoi_avg_eigenvector_centrality,transError.std.std
0.0117639351235,0.0488762765684
0.013397586622,0.1863275
0.00863855085793,0.101101237389
0.0123575452517,0.186017
0.00727309513956,0.009255
0.00813813888448,0.0
0.00771167569822,0.0591725
0.0286332432184,0.138424101571
0.0172809652214,7.65827
0.0092119796945,14.6652972746
0.00768026339488,0.0
0.00825178595754,0.163987254835
0.00348930382443,0.0
0.0152906308222,0.187602242848
0.109089022235,0.322411
0.0140504632514,0.2730165
0.014957737734,0.749069
0.00607997285304,0.0
0.0113764647388,0.066417
0.00813539809992,0.0
0.00775762679381,0.146625
0.00720516326982,0.721266797933
0.00830849954476,0.738109625713
0.00765770647817,3.0796217385
0.017891627974,0.0
0.0137519009375,4.04790223421
0.00941447966977,0.36931376237
0.00385958981256,2.45785083592
0.00766469551654,0.413958
0.00780794728565,0.845742
0.0193714444817,0.0
0.00617839133906,2.57654755771
0.00533722428878,10.1506075
0.0195939573205,0.0
0.0100393514149,7.315611
0.00323439217057,0.0
0.0103366706799,0.795869226053

5-Fold RMSE:,5.80383580218,1.56466334354,3.46874201075,1.44849010969,1.44849010969
Average 5-Fold RMSE:,2.77368841844

5-Fold rsquared:,-0.00783321360306,-84.2657186332,-0.0174229254639,-0.485237098057,-0.485237098057
Average 5-Fold rsquared:,-17.3943888219
