voronoi_avg_eigenvector_centrality,transError.mean.mean
0.0117639351235,0.77999825
0.013397586622,0.737788
0.00863855085793,0.6111264
0.0123575452517,0.627088
0.00727309513956,0.895302
0.00813813888448,0.690067
0.00771167569822,0.6868825
0.0286332432184,0.7195855
0.0172809652214,6.0711005
0.0092119796945,7.747828
0.00768026339488,1.066061
0.00825178595754,0.880959666667
0.00348930382443,1.110731
0.0152906308222,0.992162
0.109089022235,0.806277
0.0140504632514,0.960523
0.014957737734,0.95364
0.00607997285304,1.467048
0.0113764647388,1.3147815
0.00813539809992,1.60563
0.00775762679381,1.28873
0.00720516326982,1.08620766667
0.00830849954476,0.873942
0.00765770647817,9.46907833333
0.017891627974,5.437125
0.0137519009375,5.458101
0.00941447966977,1.9444218
0.00385958981256,2.43944244444
0.00766469551654,2.0359135
0.00780794728565,2.2091805
0.0193714444817,16.189822
0.00617839133906,2.9383338
0.00533722428878,7.8686635
0.0195939573205,3.155217
0.0100393514149,7.5462215
0.00323439217057,1.874993
0.0103366706799,1.3166405

5-Fold RMSE:,9.33930361153,3.1600817988,2.21104328207,5.37952670633,5.37952670633
Average 5-Fold RMSE:,4.63664747137

5-Fold rsquared:,-87.3411348007,-0.0021385757707,-0.155716195792,-0.199637507955,-0.199637507955
Average 5-Fold rsquared:,-17.5565363237
