topology_std_eigenvector_centrality,transError.std.std
0.118775976121,0.0488762765684
0.105912295049,0.1863275
0.128133402293,0.101101237389
0.123327189632,0.186017
0.11116785633,0.009255
0.0963975736058,0.0
0.111420287448,0.0591725
0.132839614937,0.138424101571
0.12661037708,7.65827
0.129278231027,14.6652972746
0.116999705628,0.0
0.113860325594,0.163987254835
0.0983045532532,0.0
0.136984666563,0.187602242848
0.121745985772,0.322411
0.129587592,0.2730165
0.12417994054,0.749069
0.143314542052,0.0
0.105943592175,0.066417
0.112661742233,0.0
0.0953368680058,0.146625
0.11078077306,0.721266797933
0.108512198276,0.738109625713
0.0976310729378,3.0796217385
0.136238783067,0.0
0.127039153774,4.04790223421
0.112134596259,0.36931376237
0.0976912934536,2.45785083592
0.0929410616606,0.413958
0.109405113251,0.845742
0.13417553378,0.0
0.114101280324,2.57654755771
0.106549735087,10.1506075
0.133073753052,0.0
0.10756347235,7.315611
0.0795638641065,0.0
0.133711411098,0.795869226053

5-Fold RMSE:,1.48803574609,2.55576458893,2.99235895972,6.20877772852,6.20877772852
Average 5-Fold RMSE:,2.99187376268

5-Fold rsquared:,-0.0215554584336,-22.3192453969,-0.0828012031102,-0.460992449865,-0.460992449865
Average 5-Fold rsquared:,-4.63432025662
