topology_avg_shortest_path_length,transError.mean.std
3.25057471264,0.0268714999802
3.36088709677,0.08188
2.76608187135,0.0386996817124
2.52536231884,0.195896
2.4183908046,0.00292
2.83333333333,0.0
3.77570921986,0.1233725
2.26900584795,0.0698618482453
2.68095238095,4.9228345
3.04,9.61954530971
3.30837789661,0.0
3.49411764706,0.156519499397
3.14957983193,0.0
3.25789473684,0.277745542295
2.97076023392,0.448678
2.42105263158,0.347259
2.57608695652,0.354833
3.34420289855,0.0
2.65378151261,0.0584935
3.05378151261,0.0
2.93524514339,0.321336
2.55632183908,0.477166622112
3.71025641026,0.255518043365
1.33333333333,3.45614803464
2.8380952381,0.0
2.45789473684,3.87716082459
2.11076923077,0.596664793933
2.41971207087,2.23653723722
3.01572617946,0.1633645
3.395256917,0.9678625
3.34757834758,0.0
3.90592334495,2.54792806727
3.25314009662,6.6343885
2.48529411765,0.0
3.64146341463,5.7450325
3.94674859191,0.0
2.96666666667,0.15450226646

5-Fold RMSE:,2.01470623789,1.19289435774,3.50503676176,2.290167225,2.290167225
Average 5-Fold RMSE:,2.13918512306

5-Fold rsquared:,-0.0409430336146,-0.0438221111587,-0.0268890967419,-0.0457293189786,-0.0457293189786
Average 5-Fold rsquared:,-0.0811409919906
