voronoi_std_closeness_centrality,transError.std.std
0.0115281691071,0.0488762765684
0.0127664010297,0.1863275
0.012871900677,0.101101237389
0.00955666431135,0.186017
0.0101031055214,0.009255
0.0104434238961,0.0
0.010504734642,0.0591725
0.0237913288013,0.138424101571
0.0161798718058,7.65827
0.0136819240382,14.6652972746
0.0122438733975,0.0
0.0116531019994,0.163987254835
0.00741871144613,0.0
0.0155996031848,0.187602242848
0.0519139466047,0.322411
0.0121048389773,0.2730165
0.0133203744133,0.749069
0.0111789888503,0.0
0.012002439584,0.066417
0.0110110099535,0.0
0.0121833939039,0.146625
0.0092818621892,0.721266797933
0.0136604729771,0.738109625713
0.0129204340926,3.0796217385
0.0155910611826,0.0
0.0143990925972,4.04790223421
0.0141771999006,0.36931376237
0.00310742205166,2.45785083592
0.0105738429496,0.413958
0.00914047087579,0.845742
0.0164595556523,0.0
0.00952672556587,2.57654755771
0.00976784712079,10.1506075
0.0192787369224,0.0
0.0162028340043,7.315611
0.00875221342896,0.0
0.0130270578487,0.795869226053

5-Fold RMSE:,5.45191999055,2.61085600796,4.07061608898,3.54853457781,3.54853457781
Average 5-Fold RMSE:,3.41123389681

5-Fold rsquared:,-0.278871413822,-0.0416554246145,-0.766966868913,-0.033244657221,-0.033244657221
Average 5-Fold rsquared:,-0.228112827121
