topology_avg_betweenness_centrality,transError.std.std
0.0803776683087,0.0488762765684
0.0786962365591,0.1863275
0.103887168903,0.101101237389
0.0693346508564,0.186017
0.0506568144499,0.009255
0.052380952381,0.0
0.0603415047795,0.0591725
0.0746474028208,0.138424101571
0.0884711779449,7.65827
0.0886956521739,14.6652972746
0.0721368092692,0.0
0.0755793226381,0.163987254835
0.0651387827858,0.0
0.125438596491,0.187602242848
0.115927072583,0.322411
0.0835913312693,0.2730165
0.0716403162055,0.749069
0.106554677207,0.0
0.0501145912911,0.066417
0.0622358034123,0.0
0.0430054476308,0.146625
0.0555829228243,0.721266797933
0.071322537112,0.738109625713
0.333333333333,3.0796217385
0.141391941392,0.0
0.0809941520468,4.04790223421
0.0462820512821,0.36931376237
0.0346271236799,2.45785083592
0.0447939150992,0.413958
0.11405985319,0.845742
0.0939031339031,0.0
0.0726480836237,2.57654755771
0.0512077294686,10.1506075
0.0990196078431,0.0
0.0677298311445,7.315611
0.0483073539657,0.0
0.0855072463768,0.795869226053

5-Fold RMSE:,2.46372819879,2.48653390313,1.67781363864,1.61829065102,1.61829065102
Average 5-Fold RMSE:,2.91362980559

5-Fold rsquared:,-0.0411273269666,-0.302905075286,-2.8096606516,-1.13856005904,-1.13856005904
Average 5-Fold rsquared:,-0.869207330679
