area,transError.std.std
1196.88557207,0.0488762765684
1276.3958515,0.1863275
2354.8528125,0.101101237389
1041.21327443,0.186017
734.15,0.009255
1631.6725,0.0
290.0184375,0.0591725
231.629375,0.138424101571
1054.32679687,7.65827
1933.90139917,14.6652972746
325.31,0.0
459.930625,0.163987254835
441.6625,0.0
1647.76381253,0.187602242848
2313.45559827,0.322411
256.2996875,0.2730165
1710.57095749,0.749069
1020.60351562,0.0
365.2209375,0.066417
1486.08538919,0.0
268.7265625,0.146625
2419.47625,0.721266797933
1934.39945026,0.738109625713
1244.54759766,3.0796217385
441.159665625,0.0
235.2825,4.04790223421
397.378125,0.36931376237
434.9653125,2.45785083592
279.4009375,0.413958
786.40125,0.845742
852.118300775,0.0
774.963125,2.57654755771
1269.8764875,10.1506075
1203.42228531,0.0
3629.2829625,7.315611
1312.1154,0.0
5351.94959335,0.795869226053

5-Fold RMSE:,5.27119295748,3.51832929479,2.44129155082,3.50319830912,3.50319830912
Average 5-Fold RMSE:,3.27846203798

5-Fold rsquared:,0.0289242815913,-12.4644780612,0.0344542647443,0.158119829028,0.158119829028
Average 5-Fold rsquared:,-2.50279270214
