voronoi_std_katz_centrality,rotError.mean.std
0.0631905584655,0.0055707192085
0.0658075265519,0.005774
0.0657233059386,0.00612134232338
0.0755455798348,0.005801
0.0641495247308,0.010443
0.066034753817,0.0
0.0575331907477,0.0071645
0.0841168072726,0.004242387086
0.0879679595136,0.454829
0.062966882775,0.585340681631
0.0544424123813,0.0
0.0628086114111,0.00592653260066
0.0394800592855,0.0
0.0788806200449,0.00493682941438
0.204263905889,0.000363
0.0772516261558,1e-05
0.0713808637398,0.0232285
0.0586127538334,0.0
0.0594085046862,0.012573
0.0592550204987,0.0
0.0661008951017,0.0029735
0.0597913687418,0.00940442351001
0.0575400519371,0.0173000462265
0.0585913436971,0.389879276934
0.0939892490074,0.0
0.0797494568412,0.370803851292
0.0637167667236,0.0154836093337
0.048109504833,0.0414718190067
0.0598248730876,0.2579585
0.0581987476898,0.0264565
0.0725973866224,0.0
0.0561712509096,0.0619982553142
0.0483911660079,0.370025
0.0968684562829,0.0
0.0624731549568,0.1258145
0.0434370069683,0.0
0.0714572904211,0.00653480410475

5-Fold RMSE:,0.19108140407,0.152065484147,0.133199027667,0.202364333959,0.202364333959
Average 5-Fold RMSE:,0.161196634506

5-Fold rsquared:,-0.342068870423,-0.30785024869,-0.0948950638956,-2.02518903082,-2.02518903082
Average 5-Fold rsquared:,-1.0243934385
