topology_std_betweenness_centrality,transError.mean.std
0.157060934161,0.0268714999802
0.124401224416,0.08188
0.219441665803,0.0386996817124
0.187756497808,0.195896
0.154019596736,0.00292
0.15294041887,0.0
0.141627662593,0.1233725
0.216662018134,0.0698618482453
0.212474501198,4.9228345
0.179116363595,9.61954530971
0.16600218961,0.0
0.170907443183,0.156519499397
0.132183205558,0.0
0.206867780433,0.277745542295
0.224004288455,0.448678
0.196185373283,0.347259
0.158996914607,0.354833
0.20325722398,0.0
0.124375787197,0.0584935
0.146143564105,0.0
0.116264239203,0.321336
0.16435750178,0.477166622112
0.153122424652,0.255518043365
0.471404520791,3.45614803464
0.242817084083,0.0
0.216313212501,3.87716082459
0.183840968349,0.596664793933
0.148639864971,2.23653723722
0.119075163898,0.1633645
0.220853420272,0.9678625
0.190652239415,0.0
0.119381307136,2.54792806727
0.147003696536,6.6343885
0.234536156628,0.0
0.131812264312,5.7450325
0.0895510295476,0.0
0.19657591917,0.15450226646

5-Fold RMSE:,2.11778292475,1.31026770414,1.10830281267,3.33451982306,3.33451982306
Average 5-Fold RMSE:,2.11996608113

5-Fold rsquared:,-0.232004261988,-1.1994725886,-0.0362363013509,-0.253409781263,-0.253409781263
Average 5-Fold rsquared:,-0.415402730749
