topology_avg_eigenvector_centrality,transError.mean.std
0.13865641287,0.0268714999802
0.141536517399,0.08188
0.19029821377,0.0386996817124
0.162656297032,0.195896
0.144827625308,0.00292
0.133171073548,0.0
0.0917543071379,0.1233725
0.187043352329,0.0698618482453
0.177732551984,4.9228345
0.152601241746,9.61954530971
0.125390723695,0.0
0.124928999144,0.156519499397
0.137505066747,0.0
0.176734832805,0.277745542295
0.194446635085,0.448678
0.189310947774,0.347259
0.162006200604,0.354833
0.145353392472,0.0
0.131709467573,0.0584935
0.126010953526,0.0
0.110396908215,0.321336
0.145123925159,0.477166622112
0.115000447066,0.255518043365
0.569035593729,3.45614803464
0.219330026797,0.0
0.184013731576,3.87716082459
0.160895527543,0.596664793933
0.117099210659,2.23653723722
0.112421327167,0.1633645
0.177507132432,0.9678625
0.137963629888,0.0
0.103876954315,2.54792806727
0.101913121764,6.6343885
0.202768108095,0.0
0.113226954911,5.7450325
0.0976862702812,0.0
0.148732170502,0.15450226646

5-Fold RMSE:,4.06665778774,2.38209896745,1.22038047115,1.79609086884,1.79609086884
Average 5-Fold RMSE:,2.28766102023

5-Fold rsquared:,-0.0422325658447,-0.617301952325,-0.891615494717,-0.0703127408483,-0.0703127408483
Average 5-Fold rsquared:,-2.80115484991
