topology_std_closeness_centrality,rotError.numSamples.std
0.0665544387217,1692.08022859
0.0555799197274,3411.5
0.0757339072829,2886.681652
0.0790551718017,2356.0
0.0775007939585,168.5
0.0606107891583,0.0
0.0526834428243,1162.0
0.101375536596,2768.629117
0.0747329471831,332796.5
0.0751243143765,1162326.40025
0.0639585892462,0.0
0.0600455297118,4484.43361963
0.0598415157943,0.0
0.0714943970357,4596.02468323
0.0699051405756,6269.0
0.0853782568654,4659.5
0.0806190931631,23467.5
0.0670242256695,0.0
0.0707140975918,2134.0
0.068198206604,0.0
0.0624073878507,3793.5
0.072643836412,25849.7467299
0.0530174475837,27505.3824798
0.157134840264,164604.661684
0.0765484380217,0.0
0.0845009452369,116037.005748
0.0945135561085,15605.2559274
0.0673104249139,231363.029035
0.0588838687402,8298.5
0.0537675872802,59179.5
0.0701235418297,0.0
0.0403607033676,358042.389847
0.0633289348438,489724.0
0.0834404573371,0.0
0.0565394436277,274071.0
0.0408820498034,0.0
0.0745594040261,56789.5485037

5-Fold RMSE:,93172.5452961,131387.051968,107109.771174,450837.27698,450837.27698
Average 5-Fold RMSE:,182505.498341

5-Fold rsquared:,-0.280185525264,-27.0172202131,-0.310834100592,-0.605535540983,-0.605535540983
Average 5-Fold rsquared:,-5.71059969784
