topology_avg_shortest_path_length,rotError.std.std
3.25057471264,0.00415768868333
3.36088709677,0.0035425
2.76608187135,0.00655641073759
2.52536231884,0.0051905
2.4183908046,0.006605
2.83333333333,0.0
3.77570921986,0.0056375
2.26900584795,0.00514110111625
2.68095238095,0.4711185
3.04,0.520981324519
3.30837789661,0.0
3.49411764706,0.00461329826576
3.14957983193,0.0
3.25789473684,0.00678663190888
2.97076023392,0.000102
2.42105263158,0.002803
2.57608695652,0.0297495
3.34420289855,0.0
2.65378151261,0.004725
3.05378151261,0.0
2.93524514339,0.003115
2.55632183908,0.00955488046323
3.71025641026,0.0452229868072
1.33333333333,0.265200879727
2.8380952381,0.0
2.45789473684,0.370361932929
2.11076923077,0.0440903158374
2.41971207087,0.0449257746967
3.01572617946,0.3296775
3.395256917,0.015767
3.34757834758,0.0
3.90592334495,0.0520600178548
3.25314009662,0.46847
2.48529411765,0.0
3.64146341463,0.126804
3.94674859191,0.0
2.96666666667,0.00888930742522

5-Fold RMSE:,0.12094520755,0.0802567893308,0.16726327918,0.194648124482,0.194648124482
Average 5-Fold RMSE:,0.149665241675

5-Fold rsquared:,-0.105090364318,-0.0641356765216,-0.0630340672132,-0.158402484344,-0.158402484344
Average 5-Fold rsquared:,-3.93405647357
