voronoi_density,transError.numSamples.std
0.00812851405622,1692.08022859
0.00892348585533,3411.5
0.0097678694553,2886.681652
0.0118343195266,2356.0
0.00836649321498,168.5
0.0088868459358,0.0
0.00671096345515,1162.0
0.0151079136691,2768.629117
0.015503875969,332796.5
0.00844979919679,1162326.40025
0.00595238095238,0.0
0.00793650793651,4484.43361963
0.00318368544601,0.0
0.0132155083194,4596.02468323
0.103896103896,6269.0
0.0131513647643,4659.5
0.0104161102505,23467.5
0.00722834459059,0.0
0.00749872902898,2134.0
0.00719244167105,0.0
0.00925140387024,3793.5
0.00724618860868,25849.7467299
0.00697674418605,27505.3824798
0.00713667820069,164604.661684
0.0176991150442,0.0
0.0131567778627,116037.005748
0.00866896039938,15605.2559274
0.00484541088869,231363.029035
0.00740202062177,8298.5
0.00740228294708,59179.5
0.0108634470337,0.0
0.00642957604983,358042.389847
0.00480478499412,489724.0
0.0190476190476,0.0
0.00808823529412,274071.0
0.00400898812284,0.0
0.0105263157895,56789.5485037

5-Fold RMSE:,138939.3941,405149.325986,233102.780093,118868.63717,118868.63717
Average 5-Fold RMSE:,195456.940481

5-Fold rsquared:,-6.71373338586,-47.4261853366,-0.555194644875,-0.255265919585,-0.255265919585
Average 5-Fold rsquared:,-11.0131000597
