topology_std_katz_centrality,rotError.std.mean
0.0415496602463,0.02798225
0.0327402912611,0.0320445
0.040361653923,0.0178372
0.052747219677,0.0199945
0.0596202838132,0.021598
0.0517742245605,0.036893
0.0440867661807,0.0359985
0.0586605327873,0.01772125
0.0447871510946,0.5246775
0.0455697766838,0.385748
0.0343501102959,0.088337
0.0348802179017,0.0298306666667
0.0387865986683,0.022416
0.0313893001367,0.014809
0.0375295099882,0.008167
0.0560533106338,0.012435
0.0528453814189,0.0413675
0.0388418335422,0.02285
0.0545557900803,0.028219
0.0447742735529,0.122708
0.0504062668326,0.020269
0.0522435943348,0.023071
0.0365337137694,0.0556182
0.0239938583583,0.805028666667
0.0371844136274,0.736744
0.0509329526464,0.348673666667
0.0665161870029,0.0636326
0.0595870605781,0.0959848888889
0.047552149884,0.3574515
0.0343000566012,0.047268
0.0454501425725,0.997592
0.0281128168704,0.0586724
0.049173358584,0.546293
0.0482392301694,0.668596
0.0358111856313,0.147273
0.0303695030845,0.059187
0.0458339228496,0.033395

5-Fold RMSE:,0.181098714055,0.263598818719,0.374443558811,0.24639441225,0.24639441225
Average 5-Fold RMSE:,0.282252724527

5-Fold rsquared:,0.0416521203024,-0.638377769336,-0.274794024064,0.073832723471,0.073832723471
Average 5-Fold rsquared:,-0.152856974987
