topology_avg_betweenness_centrality,rotError.std.mean
0.0803776683087,0.02798225
0.0786962365591,0.0320445
0.103887168903,0.0178372
0.0693346508564,0.0199945
0.0506568144499,0.021598
0.052380952381,0.036893
0.0603415047795,0.0359985
0.0746474028208,0.01772125
0.0884711779449,0.5246775
0.0886956521739,0.385748
0.0721368092692,0.088337
0.0755793226381,0.0298306666667
0.0651387827858,0.022416
0.125438596491,0.014809
0.115927072583,0.008167
0.0835913312693,0.012435
0.0716403162055,0.0413675
0.106554677207,0.02285
0.0501145912911,0.028219
0.0622358034123,0.122708
0.0430054476308,0.020269
0.0555829228243,0.023071
0.071322537112,0.0556182
0.333333333333,0.805028666667
0.141391941392,0.736744
0.0809941520468,0.348673666667
0.0462820512821,0.0636326
0.0346271236799,0.0959848888889
0.0447939150992,0.3574515
0.11405985319,0.047268
0.0939031339031,0.997592
0.0726480836237,0.0586724
0.0512077294686,0.546293
0.0990196078431,0.668596
0.0677298311445,0.147273
0.0483073539657,0.059187
0.0855072463768,0.033395

5-Fold RMSE:,0.16990018215,0.362403835098,0.239705715569,0.204641231404,0.204641231404
Average 5-Fold RMSE:,0.254747023778

5-Fold rsquared:,0.284681742805,0.301843664545,-0.0637094447267,-17.9225979671,-17.9225979671
Average 5-Fold rsquared:,-3.49013162648
