voronoi_density,rotError.mean.std
0.00812851405622,0.0055707192085
0.00892348585533,0.005774
0.0097678694553,0.00612134232338
0.0118343195266,0.005801
0.00836649321498,0.010443
0.0088868459358,0.0
0.00671096345515,0.0071645
0.0151079136691,0.004242387086
0.015503875969,0.454829
0.00844979919679,0.585340681631
0.00595238095238,0.0
0.00793650793651,0.00592653260066
0.00318368544601,0.0
0.0132155083194,0.00493682941438
0.103896103896,0.000363
0.0131513647643,1e-05
0.0104161102505,0.0232285
0.00722834459059,0.0
0.00749872902898,0.012573
0.00719244167105,0.0
0.00925140387024,0.0029735
0.00724618860868,0.00940442351001
0.00697674418605,0.0173000462265
0.00713667820069,0.389879276934
0.0176991150442,0.0
0.0131567778627,0.370803851292
0.00866896039938,0.0154836093337
0.00484541088869,0.0414718190067
0.00740202062177,0.2579585
0.00740228294708,0.0264565
0.0108634470337,0.0
0.00642957604983,0.0619982553142
0.00480478499412,0.370025
0.0190476190476,0.0
0.00808823529412,0.1258145
0.00400898812284,0.0
0.0105263157895,0.00653480410475

5-Fold RMSE:,0.126900906604,0.126349840884,0.0732556655635,0.0998787607917,0.0998787607917
Average 5-Fold RMSE:,0.142139953096

5-Fold rsquared:,-0.0373559036243,-0.0318912442393,-0.134299192015,-1.46503574393,-1.46503574393
Average 5-Fold rsquared:,-17.8136296924
