topology_std_eigenvector_centrality,rotError.mean.std
0.118775976121,0.0055707192085
0.105912295049,0.005774
0.128133402293,0.00612134232338
0.123327189632,0.005801
0.11116785633,0.010443
0.0963975736058,0.0
0.111420287448,0.0071645
0.132839614937,0.004242387086
0.12661037708,0.454829
0.129278231027,0.585340681631
0.116999705628,0.0
0.113860325594,0.00592653260066
0.0983045532532,0.0
0.136984666563,0.00493682941438
0.121745985772,0.000363
0.129587592,1e-05
0.12417994054,0.0232285
0.143314542052,0.0
0.105943592175,0.012573
0.112661742233,0.0
0.0953368680058,0.0029735
0.11078077306,0.00940442351001
0.108512198276,0.0173000462265
0.0976310729378,0.389879276934
0.136238783067,0.0
0.127039153774,0.370803851292
0.112134596259,0.0154836093337
0.0976912934536,0.0414718190067
0.0929410616606,0.2579585
0.109405113251,0.0264565
0.13417553378,0.0
0.114101280324,0.0619982553142
0.106549735087,0.370025
0.133073753052,0.0
0.10756347235,0.1258145
0.0795638641065,0.0
0.133711411098,0.00653480410475

5-Fold RMSE:,0.261657410172,0.0907422430407,0.0914788127942,0.169991505958,0.169991505958
Average 5-Fold RMSE:,0.150989973044

5-Fold rsquared:,-0.023103305952,-0.0256974016417,-2.30660313734,-239.259527478,-239.259527478
Average 5-Fold rsquared:,-48.4868487605
