avgRoomWallRatio,transError.mean.std
28.751717776,0.0268714999802
137.556377369,0.08188
52.1209436869,0.0386996817124
11.0567143812,0.195896
25.0965042526,0.00292
5.11370107056,0.0
5.20722404423,0.1233725
16.4235744233,0.0698618482453
23.8346876138,4.9228345
20.8609685098,9.61954530971
5.36699093475,0.0
6.82477892286,0.156519499397
8.06038669655,0.0
29.1017856064,0.277745542295
112.186234652,0.448678
9.94474092631,0.347259
20.3487250038,0.354833
32.0558355679,0.0
5.66003775883,0.0584935
41.7117577663,0.0
4.15960998171,0.321336
257.915562133,0.477166622112
18.4384227154,0.255518043365
78.8607355756,3.45614803464
17.0310324486,0.0
5.20590608492,3.87716082459
15.5899748781,0.596664793933
9.40155834329,2.23653723722
5.76789137536,0.1633645
32.8475094999,0.9678625
21.165267296,0.0
12.5838625992,2.54792806727
31.9225066807,6.6343885
20.6470540419,0.0
94.0246719844,5.7450325
74.578108553,0.0
42.725871617,0.15450226646

5-Fold RMSE:,1.32518971749,1.50791981648,3.67991107306,1.52621889242,1.52621889242
Average 5-Fold RMSE:,2.19670720435

5-Fold rsquared:,-0.104725388639,-0.0391620961341,-2030.77023416,-0.301712333004,-0.301712333004
Average 5-Fold rsquared:,-409.061245609
