voronoi_avg_betweenness_centrality,transError.mean.std
0.0649559528436,0.0268714999802
0.0530579343746,0.08188
0.0637462112276,0.0386996817124
0.0650717683523,0.195896
0.0519919002253,0.00292
0.0543909260484,0.0
0.0511352348359,0.1233725
0.0510232807543,0.0698618482453
0.0905225691265,4.9228345
0.0503509521959,9.61954530971
0.0415603204832,0.0
0.0588473635416,0.156519499397
0.0321313931569,0.0
0.0720605736997,0.277745542295
0.137012987013,0.448678
0.0682366021076,0.347259
0.058391423179,0.354833
0.0533682183273,0.0
0.0407834101382,0.0584935
0.0472698785658,0.0
0.0512248343955,0.321336
0.0510723425654,0.477166622112
0.0494197342933,0.255518043365
0.0467709082677,3.45614803464
0.101026753682,0.0
0.072659366777,3.87716082459
0.0538211780553,0.596664793933
0.0536409255235,2.23653723722
0.055920167335,0.1633645
0.0737227337282,0.9678625
0.0589674081539,0.0
0.049189456212,2.54792806727
0.0454936627156,6.6343885
0.086418435933,0.0
0.0453083989501,5.7450325
0.0313445517341,0.0
0.076188994946,0.15450226646

5-Fold RMSE:,3.94744110993,1.36152297815,2.05540370035,1.71532345202,1.71532345202
Average 5-Fold RMSE:,2.21751993342

5-Fold rsquared:,-0.820739853401,-0.118361141044,-0.0715400327173,-0.179607639983,-0.179607639983
Average 5-Fold rsquared:,-0.253134525276
