voronoi_avg_eigenvector_centrality,rotError.mean.std
0.0117639351235,0.0055707192085
0.013397586622,0.005774
0.00863855085793,0.00612134232338
0.0123575452517,0.005801
0.00727309513956,0.010443
0.00813813888448,0.0
0.00771167569822,0.0071645
0.0286332432184,0.004242387086
0.0172809652214,0.454829
0.0092119796945,0.585340681631
0.00768026339488,0.0
0.00825178595754,0.00592653260066
0.00348930382443,0.0
0.0152906308222,0.00493682941438
0.109089022235,0.000363
0.0140504632514,1e-05
0.014957737734,0.0232285
0.00607997285304,0.0
0.0113764647388,0.012573
0.00813539809992,0.0
0.00775762679381,0.0029735
0.00720516326982,0.00940442351001
0.00830849954476,0.0173000462265
0.00765770647817,0.389879276934
0.017891627974,0.0
0.0137519009375,0.370803851292
0.00941447966977,0.0154836093337
0.00385958981256,0.0414718190067
0.00766469551654,0.2579585
0.00780794728565,0.0264565
0.0193714444817,0.0
0.00617839133906,0.0619982553142
0.00533722428878,0.370025
0.0195939573205,0.0
0.0100393514149,0.1258145
0.00323439217057,0.0
0.0103366706799,0.00653480410475

5-Fold RMSE:,0.161684113685,0.201781059295,0.163206992239,0.13143748312,0.13143748312
Average 5-Fold RMSE:,0.147565707157

5-Fold rsquared:,-0.355163528639,0.00449407554949,-0.105999968595,-409.849420322,-409.849420322
Average 5-Fold rsquared:,-82.0643010234
