voronoi_avg_eigenvector_centrality,transError.mean.std
0.0117639351235,0.0268714999802
0.013397586622,0.08188
0.00863855085793,0.0386996817124
0.0123575452517,0.195896
0.00727309513956,0.00292
0.00813813888448,0.0
0.00771167569822,0.1233725
0.0286332432184,0.0698618482453
0.0172809652214,4.9228345
0.0092119796945,9.61954530971
0.00768026339488,0.0
0.00825178595754,0.156519499397
0.00348930382443,0.0
0.0152906308222,0.277745542295
0.109089022235,0.448678
0.0140504632514,0.347259
0.014957737734,0.354833
0.00607997285304,0.0
0.0113764647388,0.0584935
0.00813539809992,0.0
0.00775762679381,0.321336
0.00720516326982,0.477166622112
0.00830849954476,0.255518043365
0.00765770647817,3.45614803464
0.017891627974,0.0
0.0137519009375,3.87716082459
0.00941447966977,0.596664793933
0.00385958981256,2.23653723722
0.00766469551654,0.1633645
0.00780794728565,0.9678625
0.0193714444817,0.0
0.00617839133906,2.54792806727
0.00533722428878,6.6343885
0.0195939573205,0.0
0.0100393514149,5.7450325
0.00323439217057,0.0
0.0103366706799,0.15450226646

5-Fold RMSE:,3.55625969656,3.60120031742,2.37875026054,1.49752490793,1.49752490793
Average 5-Fold RMSE:,2.4799395865

5-Fold rsquared:,-0.406669065133,-1.78740509763,-0.257511442143,-0.14201041203,-0.14201041203
Average 5-Fold rsquared:,-13.3155851068
