topology_avg_closeness_centrality,transError.mean.mean
0.321027376431,0.77999825
0.307063318781,0.737788
0.3736125688,0.6111264
0.408935571873,0.627088
0.424645653444,0.895302
0.361359086553,0.690067
0.275527456151,0.6868825
0.458570826992,0.7195855
0.384808883271,6.0711005
0.345619064651,7.747828
0.31302022507,1.066061
0.297037369872,0.880959666667
0.327739729602,1.110731
0.320985703109,0.992162
0.348572411089,0.806277
0.4281060583,0.960523
0.401704629629,0.95364
0.312405095581,1.467048
0.387862468291,1.3147815
0.33979368597,1.60563
0.350927942074,1.28873
0.401346505261,1.08620766667
0.278481518716,0.873942
0.777777777778,9.46907833333
0.36624766393,5.437125
0.41996024624,5.458101
0.488065475429,1.9444218
0.42200643551,2.43944244444
0.341150943476,2.0359135
0.302416892695,2.2091805
0.315127997702,16.189822
0.261732493222,2.9383338
0.320506146099,7.8686635
0.415539839586,3.155217
0.284488279077,7.5462215
0.259287867843,1.874993
0.352171322103,1.3166405

5-Fold RMSE:,1.92379600327,1.85057160561,3.82035872731,1.98999147574,1.98999147574
Average 5-Fold RMSE:,3.15088520153

5-Fold rsquared:,-0.0998930865296,-0.24746012348,-0.247595345138,-0.280018052611,-0.280018052611
Average 5-Fold rsquared:,-1.04882767099
