voronoi_avg_closeness_centrality,rotError.mean.std
0.0607268432365,0.0055707192085
0.0784116989904,0.005774
0.0670963269855,0.00612134232338
0.0849009471958,0.005801
0.0752682157962,0.010443
0.0763646154256,0.0
0.0630304264848,0.0071645
0.12870857214,0.004242387086
0.0833470642953,0.454829
0.0764866089586,0.585340681631
0.0689598898793,0.0
0.0653665559372,0.00592653260066
0.047644843881,0.0
0.0838354988579,0.00493682941438
0.276990231888,0.000363
0.0884732603304,1e-05
0.0840568168315,0.0232285
0.0627819242078,0.0
0.0824425675438,0.012573
0.0716179077184,0.0
0.0829357773374,0.0029735
0.0674685943723,0.00940442351001
0.066160655136,0.0173000462265
0.0716879263894,0.389879276934
0.0847485271117,0.0
0.0852834013798,0.370803851292
0.0745168063384,0.0154836093337
0.0418780662733,0.0414718190067
0.0626132509807,0.2579585
0.0459685102702,0.0264565
0.086124372711,0.0
0.0621938106869,0.0619982553142
0.0511601522691,0.370025
0.10438803755,0.0
0.0829681026723,0.1258145
0.0583282349173,0.0
0.0677186188063,0.00653480410475

5-Fold RMSE:,0.127751976202,0.221301586815,0.169685114635,0.129857549773,0.129857549773
Average 5-Fold RMSE:,0.147523362682

5-Fold rsquared:,-3.14948705715,-0.0132467606574,-0.0598424781185,-0.133917413655,-0.133917413655
Average 5-Fold rsquared:,-0.749707591815
