voronoi_std_closeness_centrality,rotError.std.std
0.0115281691071,0.00415768868333
0.0127664010297,0.0035425
0.012871900677,0.00655641073759
0.00955666431135,0.0051905
0.0101031055214,0.006605
0.0104434238961,0.0
0.010504734642,0.0056375
0.0237913288013,0.00514110111625
0.0161798718058,0.4711185
0.0136819240382,0.520981324519
0.0122438733975,0.0
0.0116531019994,0.00461329826576
0.00741871144613,0.0
0.0155996031848,0.00678663190888
0.0519139466047,0.000102
0.0121048389773,0.002803
0.0133203744133,0.0297495
0.0111789888503,0.0
0.012002439584,0.004725
0.0110110099535,0.0
0.0121833939039,0.003115
0.0092818621892,0.00955488046323
0.0136604729771,0.0452229868072
0.0129204340926,0.265200879727
0.0155910611826,0.0
0.0143990925972,0.370361932929
0.0141771999006,0.0440903158374
0.00310742205166,0.0449257746967
0.0105738429496,0.3296775
0.00914047087579,0.015767
0.0164595556523,0.0
0.00952672556587,0.0520600178548
0.00976784712079,0.46847
0.0192787369224,0.0
0.0162028340043,0.126804
0.00875221342896,0.0
0.0130270578487,0.00888930742522

5-Fold RMSE:,0.223175632157,0.210352453154,0.117949631185,0.0635179655805,0.0635179655805
Average 5-Fold RMSE:,0.141514805183

5-Fold rsquared:,-0.735651777732,-0.158022144141,-0.208472420784,-0.0633051504389,-0.0633051504389
Average 5-Fold rsquared:,-314.724188443
