voronoi_std_betweenness_centrality,transError.std.std
0.108306665569,0.0488762765684
0.0848366529613,0.1863275
0.114004545879,0.101101237389
0.103636622274,0.186017
0.082138035642,0.009255
0.0855568473939,0.0
0.0952789524029,0.0591725
0.0830023467368,0.138424101571
0.157379029906,7.65827
0.0778880925589,14.6652972746
0.0958990178296,0.0
0.123818508682,0.163987254835
0.064127687584,0.0
0.128144102526,0.187602242848
0.126020319963,0.322411
0.0939366873161,0.2730165
0.0872310046751,0.749069
0.115339067677,0.0
0.0623751617214,0.066417
0.0762021693546,0.0
0.0702608079073,0.146625
0.0867796134283,0.721266797933
0.0850149322524,0.738109625713
0.0828370625069,3.0796217385
0.16805134529,0.0
0.138718645002,4.04790223421
0.0739055320019,0.36931376237
0.0913729694687,2.45785083592
0.0894050902149,0.413958
0.134288831834,0.845742
0.1103334443,0.0
0.0770398687958,2.57654755771
0.0862567077224,10.1506075
0.151920860392,0.0
0.0746543812721,7.315611
0.0511046648544,0.0
0.140770979315,0.795869226053

5-Fold RMSE:,2.03040476826,1.84697826395,4.48302080622,3.21755594466,3.21755594466
Average 5-Fold RMSE:,3.36903016654

5-Fold rsquared:,-0.680317171271,-0.204934228529,0.00102495013714,-0.458391967154,-0.458391967154
Average 5-Fold rsquared:,-0.364435495414
