voronoi_avg_closeness_centrality,rotError.std.std
0.0607268432365,0.00415768868333
0.0784116989904,0.0035425
0.0670963269855,0.00655641073759
0.0849009471958,0.0051905
0.0752682157962,0.006605
0.0763646154256,0.0
0.0630304264848,0.0056375
0.12870857214,0.00514110111625
0.0833470642953,0.4711185
0.0764866089586,0.520981324519
0.0689598898793,0.0
0.0653665559372,0.00461329826576
0.047644843881,0.0
0.0838354988579,0.00678663190888
0.276990231888,0.000102
0.0884732603304,0.002803
0.0840568168315,0.0297495
0.0627819242078,0.0
0.0824425675438,0.004725
0.0716179077184,0.0
0.0829357773374,0.003115
0.0674685943723,0.00955488046323
0.066160655136,0.0452229868072
0.0716879263894,0.265200879727
0.0847485271117,0.0
0.0852834013798,0.370361932929
0.0745168063384,0.0440903158374
0.0418780662733,0.0449257746967
0.0626132509807,0.3296775
0.0459685102702,0.015767
0.086124372711,0.0
0.0621938106869,0.0520600178548
0.0511601522691,0.46847
0.10438803755,0.0
0.0829681026723,0.126804
0.0583282349173,0.0
0.0677186188063,0.00888930742522

5-Fold RMSE:,0.0828578490662,0.238791588785,0.0844287527223,0.0975502908846,0.0975502908846
Average 5-Fold RMSE:,0.144688132073

5-Fold rsquared:,-0.0477793491083,-0.485057166016,-0.072592037085,-0.00437129581298,-0.00437129581298
Average 5-Fold rsquared:,-0.132689819714
