topology_density,rotError.std.std
0.0827586206897,0.00415768868333
0.070564516129,0.0035425
0.111111111111,0.00655641073759
0.0905797101449,0.0051905
0.0804597701149,0.006605
0.0585585585586,0.0
0.0505319148936,0.0056375
0.105263157895,0.00514110111625
0.109523809524,0.4711185
0.0866666666667,0.520981324519
0.0659536541889,0.0
0.0621848739496,0.00461329826576
0.090756302521,0.0
0.105263157895,0.00678663190888
0.105263157895,0.000102
0.122807017544,0.002803
0.0978260869565,0.0297495
0.0942028985507,0.0
0.0773109243697,0.004725
0.0655462184874,0.0
0.0582793709528,0.003115
0.0689655172414,0.00955488046323
0.0641025641026,0.0452229868072
0.666666666667,0.265200879727
0.133333333333,0.0
0.1,0.370361932929
0.0984615384615,0.0440903158374
0.0542635658915,0.0449257746967
0.0619796484736,0.3296775
0.0909090909091,0.015767
0.0826210826211,0.0
0.0592334494774,0.0520600178548
0.0550724637681,0.46847
0.117647058824,0.0
0.0585365853659,0.126804
0.0460829493088,0.0
0.08,0.00888930742522

5-Fold RMSE:,0.0850609134124,0.226663195365,0.191959181843,0.125858159807,0.125858159807
Average 5-Fold RMSE:,0.143301302618

5-Fold rsquared:,-0.0689005538892,-0.311232575376,0.292836010626,-1.42917676664,-1.42917676664
Average 5-Fold rsquared:,-3.24209585132
