topology_std_katz_centrality,transError.std.std
0.0415496602463,0.0488762765684
0.0327402912611,0.1863275
0.040361653923,0.101101237389
0.052747219677,0.186017
0.0596202838132,0.009255
0.0517742245605,0.0
0.0440867661807,0.0591725
0.0586605327873,0.138424101571
0.0447871510946,7.65827
0.0455697766838,14.6652972746
0.0343501102959,0.0
0.0348802179017,0.163987254835
0.0387865986683,0.0
0.0313893001367,0.187602242848
0.0375295099882,0.322411
0.0560533106338,0.2730165
0.0528453814189,0.749069
0.0388418335422,0.0
0.0545557900803,0.066417
0.0447742735529,0.0
0.0504062668326,0.146625
0.0522435943348,0.721266797933
0.0365337137694,0.738109625713
0.0239938583583,3.0796217385
0.0371844136274,0.0
0.0509329526464,4.04790223421
0.0665161870029,0.36931376237
0.0595870605781,2.45785083592
0.047552149884,0.413958
0.0343000566012,0.845742
0.0454501425725,0.0
0.0281128168704,2.57654755771
0.049173358584,10.1506075
0.0482392301694,0.0
0.0358111856313,7.315611
0.0303695030845,0.0
0.0458339228496,0.795869226053

5-Fold RMSE:,2.51255491728,4.85662608464,2.59149121719,1.63356161578,1.63356161578
Average 5-Fold RMSE:,3.05367670377

5-Fold rsquared:,-0.489651507005,-0.732915450407,-0.092940832606,-23.8009842919,-23.8009842919
Average 5-Fold rsquared:,-9.74729621232
