area,transError.mean.std
1196.88557207,0.0268714999802
1276.3958515,0.08188
2354.8528125,0.0386996817124
1041.21327443,0.195896
734.15,0.00292
1631.6725,0.0
290.0184375,0.1233725
231.629375,0.0698618482453
1054.32679687,4.9228345
1933.90139917,9.61954530971
325.31,0.0
459.930625,0.156519499397
441.6625,0.0
1647.76381253,0.277745542295
2313.45559827,0.448678
256.2996875,0.347259
1710.57095749,0.354833
1020.60351562,0.0
365.2209375,0.0584935
1486.08538919,0.0
268.7265625,0.321336
2419.47625,0.477166622112
1934.39945026,0.255518043365
1244.54759766,3.45614803464
441.159665625,0.0
235.2825,3.87716082459
397.378125,0.596664793933
434.9653125,2.23653723722
279.4009375,0.1633645
786.40125,0.9678625
852.118300775,0.0
774.963125,2.54792806727
1269.8764875,6.6343885
1203.42228531,0.0
3629.2829625,5.7450325
1312.1154,0.0
5351.94959335,0.15450226646

5-Fold RMSE:,2.46747555208,2.2218724447,3.39516539333,1.37567315312,1.37567315312
Average 5-Fold RMSE:,2.12975221237

5-Fold rsquared:,-0.0642792930059,0.0328955629692,-0.85857229678,-7.96573838877,-7.96573838877
Average 5-Fold rsquared:,-1.84766159995
