voronoi_std_katz_centrality,transError.std.std
0.0631905584655,0.0488762765684
0.0658075265519,0.1863275
0.0657233059386,0.101101237389
0.0755455798348,0.186017
0.0641495247308,0.009255
0.066034753817,0.0
0.0575331907477,0.0591725
0.0841168072726,0.138424101571
0.0879679595136,7.65827
0.062966882775,14.6652972746
0.0544424123813,0.0
0.0628086114111,0.163987254835
0.0394800592855,0.0
0.0788806200449,0.187602242848
0.204263905889,0.322411
0.0772516261558,0.2730165
0.0713808637398,0.749069
0.0586127538334,0.0
0.0594085046862,0.066417
0.0592550204987,0.0
0.0661008951017,0.146625
0.0597913687418,0.721266797933
0.0575400519371,0.738109625713
0.0585913436971,3.0796217385
0.0939892490074,0.0
0.0797494568412,4.04790223421
0.0637167667236,0.36931376237
0.048109504833,2.45785083592
0.0598248730876,0.413958
0.0581987476898,0.845742
0.0725973866224,0.0
0.0561712509096,2.57654755771
0.0483911660079,10.1506075
0.0968684562829,0.0
0.0624731549568,7.315611
0.0434370069683,0.0
0.0714572904211,0.795869226053

5-Fold RMSE:,4.80512844473,1.62682605982,4.18520075427,1.86612358262,1.86612358262
Average 5-Fold RMSE:,2.9940211615

5-Fold rsquared:,-0.0148335664725,-0.513018864475,-1.06990332042,-2.14692968901,-2.14692968901
Average 5-Fold rsquared:,-1.49283712696
