voronoi_std_eigenvector_centrality,transError.mean.mean
0.0621418524861,0.77999825
0.064562611159,0.737788
0.0655147896749,0.6111264
0.0756944120562,0.627088
0.063736397957,0.895302
0.0655788298353,0.690067
0.0571208297746,0.6868825
0.0795172592942,0.7195855
0.0863325328339,6.0711005
0.0625710750276,7.747828
0.0539293297254,1.066061
0.0623255741929,0.880959666667
0.0393741635952,1.110731
0.0778171239841,0.992162
0.183177866246,0.806277
0.0788215763143,0.960523
0.0702204048489,0.95364
0.0583048887054,1.467048
0.0585601819606,1.3147815
0.0588844988291,1.60563
0.0665140899304,1.28873
0.0595416486538,1.08620766667
0.0570370754118,0.873942
0.0583229555488,9.46907833333
0.092355006202,5.437125
0.0794001997108,5.458101
0.0633224148962,1.9444218
0.0480134270942,2.43944244444
0.0594842394656,2.0359135
0.057696329759,2.2091805
0.0701124270704,16.189822
0.0559140808964,2.9383338
0.0480981747221,7.8686635
0.095602752891,3.155217
0.061688422116,7.5462215
0.0433166383751,1.874993
0.0718074587629,1.3166405

5-Fold RMSE:,6.13243898778,1.82427365802,2.49750334936,2.86879128008,2.86879128008
Average 5-Fold RMSE:,3.31889820172

5-Fold rsquared:,-0.0712137943996,-0.258206209516,-0.0089920423719,-0.0814732084867,-0.0814732084867
Average 5-Fold rsquared:,-0.0873920251926
