topology_avg_eigenvector_centrality,transError.mean.mean
0.13865641287,0.77999825
0.141536517399,0.737788
0.19029821377,0.6111264
0.162656297032,0.627088
0.144827625308,0.895302
0.133171073548,0.690067
0.0917543071379,0.6868825
0.187043352329,0.7195855
0.177732551984,6.0711005
0.152601241746,7.747828
0.125390723695,1.066061
0.124928999144,0.880959666667
0.137505066747,1.110731
0.176734832805,0.992162
0.194446635085,0.806277
0.189310947774,0.960523
0.162006200604,0.95364
0.145353392472,1.467048
0.131709467573,1.3147815
0.126010953526,1.60563
0.110396908215,1.28873
0.145123925159,1.08620766667
0.115000447066,0.873942
0.569035593729,9.46907833333
0.219330026797,5.437125
0.184013731576,5.458101
0.160895527543,1.9444218
0.117099210659,2.43944244444
0.112421327167,2.0359135
0.177507132432,2.2091805
0.137963629888,16.189822
0.103876954315,2.9383338
0.101913121764,7.8686635
0.202768108095,3.155217
0.113226954911,7.5462215
0.0976862702812,1.874993
0.148732170502,1.3166405

5-Fold RMSE:,2.23796835519,3.33349300148,2.65336266422,5.47690000764,5.47690000764
Average 5-Fold RMSE:,3.27417141696

5-Fold rsquared:,-0.719768495449,-0.20580730895,-0.536596033449,-9.0397224774,-9.0397224774
Average 5-Fold rsquared:,-4.0595283777
