voronoi_density,transError.std.std
0.00812851405622,0.0488762765684
0.00892348585533,0.1863275
0.0097678694553,0.101101237389
0.0118343195266,0.186017
0.00836649321498,0.009255
0.0088868459358,0.0
0.00671096345515,0.0591725
0.0151079136691,0.138424101571
0.015503875969,7.65827
0.00844979919679,14.6652972746
0.00595238095238,0.0
0.00793650793651,0.163987254835
0.00318368544601,0.0
0.0132155083194,0.187602242848
0.103896103896,0.322411
0.0131513647643,0.2730165
0.0104161102505,0.749069
0.00722834459059,0.0
0.00749872902898,0.066417
0.00719244167105,0.0
0.00925140387024,0.146625
0.00724618860868,0.721266797933
0.00697674418605,0.738109625713
0.00713667820069,3.0796217385
0.0176991150442,0.0
0.0131567778627,4.04790223421
0.00866896039938,0.36931376237
0.00484541088869,2.45785083592
0.00740202062177,0.413958
0.00740228294708,0.845742
0.0108634470337,0.0
0.00642957604983,2.57654755771
0.00480478499412,10.1506075
0.0190476190476,0.0
0.00808823529412,7.315611
0.00400898812284,0.0
0.0105263157895,0.795869226053

5-Fold RMSE:,1.70688613476,2.35868258501,2.82647902961,6.20458273743,6.20458273743
Average 5-Fold RMSE:,2.97214229153

5-Fold rsquared:,-415.659800035,-0.0947672531695,-1.30827765938,-1.08136976293,-1.08136976293
Average 5-Fold rsquared:,-83.7399370861
