topology_std_betweenness_centrality,rotError.std.std
0.157060934161,0.00415768868333
0.124401224416,0.0035425
0.219441665803,0.00655641073759
0.187756497808,0.0051905
0.154019596736,0.006605
0.15294041887,0.0
0.141627662593,0.0056375
0.216662018134,0.00514110111625
0.212474501198,0.4711185
0.179116363595,0.520981324519
0.16600218961,0.0
0.170907443183,0.00461329826576
0.132183205558,0.0
0.206867780433,0.00678663190888
0.224004288455,0.000102
0.196185373283,0.002803
0.158996914607,0.0297495
0.20325722398,0.0
0.124375787197,0.004725
0.146143564105,0.0
0.116264239203,0.003115
0.16435750178,0.00955488046323
0.153122424652,0.0452229868072
0.471404520791,0.265200879727
0.242817084083,0.0
0.216313212501,0.370361932929
0.183840968349,0.0440903158374
0.148639864971,0.0449257746967
0.119075163898,0.3296775
0.220853420272,0.015767
0.190652239415,0.0
0.119381307136,0.0520600178548
0.147003696536,0.46847
0.234536156628,0.0
0.131812264312,0.126804
0.0895510295476,0.0
0.19657591917,0.00888930742522

5-Fold RMSE:,0.0967278034866,0.0869672923888,0.212117112936,0.218746410331,0.218746410331
Average 5-Fold RMSE:,0.153844783781

5-Fold rsquared:,-0.0629459755175,-0.0864068573686,0.00633410490771,-14.6288136199,-14.6288136199
Average 5-Fold rsquared:,-2.90671501041
