topology_std_closeness_centrality,rotError.mean.std
0.0665544387217,0.0055707192085
0.0555799197274,0.005774
0.0757339072829,0.00612134232338
0.0790551718017,0.005801
0.0775007939585,0.010443
0.0606107891583,0.0
0.0526834428243,0.0071645
0.101375536596,0.004242387086
0.0747329471831,0.454829
0.0751243143765,0.585340681631
0.0639585892462,0.0
0.0600455297118,0.00592653260066
0.0598415157943,0.0
0.0714943970357,0.00493682941438
0.0699051405756,0.000363
0.0853782568654,1e-05
0.0806190931631,0.0232285
0.0670242256695,0.0
0.0707140975918,0.012573
0.068198206604,0.0
0.0624073878507,0.0029735
0.072643836412,0.00940442351001
0.0530174475837,0.0173000462265
0.157134840264,0.389879276934
0.0765484380217,0.0
0.0845009452369,0.370803851292
0.0945135561085,0.0154836093337
0.0673104249139,0.0414718190067
0.0588838687402,0.2579585
0.0537675872802,0.0264565
0.0701235418297,0.0
0.0403607033676,0.0619982553142
0.0633289348438,0.370025
0.0834404573371,0.0
0.0565394436277,0.1258145
0.0408820498034,0.0
0.0745594040261,0.00653480410475

5-Fold RMSE:,0.102195001452,0.188466730512,0.20097187026,0.129489145454,0.129489145454
Average 5-Fold RMSE:,0.147857602345

5-Fold rsquared:,-0.575205851001,-0.350117410965,0.0296954389978,-0.00118034023862,-0.00118034023862
Average 5-Fold rsquared:,-0.166506424296
